0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,0,c,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,a,0,0,0,0,0,d,0,0,0,0,0,4,4,4,b,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,6,4,0,0,0,0,4,3,3,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,d,0,0,0
0,0,6,6,b,0,c,6,6,3,4,0,0,4,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,b,0,0,11,11,11,11,11,11,0,0,0
0,0,0,6,6,6,6,6,4,3,4,3,3,3,4,4,4,3,4,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,0,0,0,0,0,0,0,0,0,0,a,11,11,11,11,7,7,7,7,7,7,11,0,0
0,0,6,3,4,4,4,4,6,4,5,5,3,5,12,4,3,3,3,3,4,15,15,0,0,0,0,0,9,0,0,0,0,0,11,10,11,0,0,0,0,0,9,0,0,0,0,11,7,7,7,11,7,7,7,7,7,7,11,0,0
0,1,3,4,3,3,3,3,4,3,3,3,5,3,12,4,5,5,4,5,4,2,2,15,0,0,0,0,9,0,0,0,0,0,9,9,9,a,0,b,0,c,9,0,0,0,11,7,7,7,11,7,7,7,7,7,7,7,7,11,0
1,4,4,3,5,5,3,5,4,3,3,5,5,5,4,3,3,3,3,4,3,3,2,2,15,15,0,0,9,12,12,12,12,12,12,12,12,12,12,12,12,12,9,d,0,11,7,7,7,7,11,7,7,7,7,7,7,7,7,11,0
1,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,2,2,2,2,12,12,12,12,9,9,9,9,9,9,9,9,9,12,12,12,12,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
2,4,4,3,3,3,3,3,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,2,2,12,12,12,12,12,11,10,11,10,11,10,10,9,11,12,12,12,12,12,9,11,9,11,9,11,9,9,9,9,9,9,9,11,9,0
2,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,9,9,9,9,9,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0
2,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,4,4,4,4,3,4,4,4,3,3,11,11,11,11,11,9,10,9,10,9,10,9,10,9,11,11,11,11,11,9,11,9,9,9,11,11,11,11,11,11,11,11,11,9,0
2,2,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,11,10,11,10,11,9,10,9,10,9,10,9,10,9,11,10,11,10,11,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0
2,2,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,16,11,10,11,10,11,16,11,11,11,11,11,16,11,9,11,10,11,16,11,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0
2,2,3,4,4,3,3,3,4,3,3,4,4,4,5,4,4,4,4,3,4,4,5,4,4,16,16,11,11,11,11,16,16,11,9,9,11,16,16,9,11,11,11,16,16,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0,
2,2,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,11,11,11,16,16,16,9,10,9,16,16,16,9,11,11,16,16,16,9,11,9,9,9,11,11,11,11,11,11,11,11,11,9,0
2,2,4,3,3,3,3,3,3,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,16,16,16,10,11,10,16,16,16,9,10,9,16,16,16,9,11,10,16,16,16,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0
2,1,1,3,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,16,16,16,10,11,10,16,16,16,9,10,9,16,16,16,9,11,10,16,16,16,9,11,9,11,9,11,9,11,9,9,9,11,9,11,9,0
2,2,2,1,1,4,4,4,4,4,4,6,4,4,4,4,7,4,4,4,4,7,5,4,4,13,11,10,11,10,11,13,11,9,10,9,10,13,9,9,11,10,11,13,11,9,11,9,11,9,11,11,11,11,11,11,11,11,11,9,0
2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,4,0
4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0
4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,0
