0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8
8,8,4,4,5,0,0,3,4,4,3,3,3,0,0,0,0,4,4,4,4,3,3,4,0,0,0,4,4,3,0,0,0,0,0,0,0,3,4,4,3,4,4,0,0,0,0,4,3,4,3,0,0,4,4,4,5,4,8,8,8
8,8,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,4,8,8,8
8,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,8
8,8,4,4,0,0,0,16,16,c,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,8
8,8,4,4,3,3,3,16,3,3,3,0,0,16,16,0,0,0,0,0,16,16,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0,d,0,0,0,0,0,0,0,4,4,8,8,8
8,8,4,4,4,4,3,3,4,4,3,3,3,16,16,c,0,0,3,3,3,16,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,16,16,16,0,d,0,0,16,3,3,3,3,3,3,0,0,0,d,0,4,4,8,8,8
8,8,4,3,5,4,4,4,4,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,d,16,3,3,3,3,3,3,3,3,3,3,3,4,3,16,0,3,3,3,4,4,8,8,8
8,8,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,5,3,3,3,4,5,4,4,8,8,8
8,8,4,3,0,0,0,4,4,3,0,0,0,3,3,4,4,4,0,0,4,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,0,0,0,0,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,8,8,8
8,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,4,0,0,0,0,4,4,8,8,8
8,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3,3,4,8,8,8
8,8,4,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,0,0,0,0,0,0,0,16,16,3,3,3,4,8,8,8
8,8,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,4,4,4,8,8,8
8,8,3,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,16,4,4,4,8,8,8
8,8,4,3,16,0,0,0,0,0,0,0,0,0,0,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,4,8,8,8
8,8,4,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,3,3,4,4,4,4,8,8,8
8,8,4,4,3,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3,4,4,3,16,16,0,0,0,0,3,4,4,4,4,4,8,8,8
8,8,4,5,4,a,0,0,0,0,0,0,4,4,5,4,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,4,5,3,4,16,16,0,0,0,0,0,4,4,4,5,8,8,8
8,8,4,4,16,16,0,0,0,0,a,3,5,4,4,4,16,16,0,0,4,3,4,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,b,16,3,4,4,6,3,4,16,0,0,0,0,0,16,4,4,4,4,8,8,8
